119.72,34.369,-0,0.20213,0.28905,0.2604,0.15389,0.014607,-0.15698,-0.41921,-0.8432,-2.1683,-2.9725,-6.0363,-6.4665,-6.8899,-7.287,-7.4623,-7.081,-5.8356,-1.0142,1.6856,3.9957,7.4885,7.7991,7.2042,5.8893,3.6843,0.65196,-2.9098,-6.5485,-9.8545,-12.649,-15.004,-18.938,-20.594,-22.277,-21.114,-29.416,-49.565,-65.123,-83.859,-105.93,-131.96,-162.2,-227.32,-254.89,-276.21,-291.65,-302.49,-310.44,-317.49,-325.74,-336.82,-351.3,-368.59,-387.21,-405.58,-422.56,-437.8,-451.48,-463.8,-483.15,-489.38,-493.48
119.72,34.367,-0,0.2509,0.55078,0.91915,1.3633,1.8474,2.2709,2.4941,2.4123,1.5581,1.2015,1.1463,0.77888,0.43857,0.30476,0.53221,1.209,2.2878,4.8165,5.9641,7.1859,12.894,14.513,14.359,12.179,8.6701,4.1236,-1.031,-6.3314,-11.451,-16.307,-20.975,-29.564,-33.094,-36.168,-36.771,-44.146,-61.688,-74.829,-90.634,-109.36,-131.66,-157.84,-214.62,-238.61,-257.15,-270.71,-280.51,-288.02,-294.87,-302.82,-313.23,-326.64,-342.56,-359.76,-376.85,-392.8,-407.19,-419.98,-431.16,-447.49,-452.27,-455.21
119.72,34.367,-0,0.071357,-0.047777,-0.35114,-0.78259,-1.2817,-1.848,-2.5491,-3.4546,-5.799,-7.1623,-13.448,-14.47,-15.271,-15.825,-15.991,-15.586,-14.508,-10.889,-8.911,-7.0759,-3.0294,-2.6039,-4.4441,-7.0488,-10.765,-15.357,-20.44,-25.584,-30.483,-35.052,-39.35,-47.018,-50.129,-52.931,-52.912,-60.954,-78.751,-91.861,-107.58,-126.26,-148.64,-175.08,-232.78,-257.19,-276.05,-289.82,-299.76,-307.34,-314.19,-322,-332.14,-345.18,-360.7,-377.54,-394.34,-410.11,-424.45,-437.37,-448.84,-465.94,-471.03,-474.16
119.72,34.368,-0,0.93512,1.7195,2.2487,2.5057,2.5967,2.7071,3.0086,3.5796,5.3134,6.1977,6.163,5.3471,4.4361,3.6134,3.2011,3.6037,5.117,10.876,14.11,16.98,21.896,22.496,22.237,20.8,18.181,14.485,10.135,5.7235,1.7388,-1.6429,-4.5403,-9.4945,-11.606,-13.749,-13.377,-22.119,-43.523,-59.34,-78.051,-99.895,-125.58,-155.45,-219.73,-246.84,-267.77,-282.97,-293.79,-301.87,-309.1,-317.49,-328.6,-343.02,-360.21,-378.82,-397.33,-414.67,-430.47,-444.8,-457.71,-477.54,-483.67,-487.56
119.72,34.367,-0,0.75056,1.3653,1.7847,1.9561,1.8019,1.1783,-0.10614,-2.1791,-8.1737,-11.471,-20.72,-21.739,-22.476,-22.876,-22.76,-21.94,-20.359,-15.81,-13.468,-11.225,-5.0265,-3.8902,-4.699,-6.8406,-10.064,-14.155,-18.782,-23.562,-28.187,-32.535,-36.631,-44.022,-47.201,-50.299,-51.527,-59.553,-78.711,-92.312,-108.37,-127.2,-149.54,-175.76,-232.91,-257.27,-276.22,-290.1,-300.13,-307.79,-314.76,-322.76,-333.14,-346.45,-362.26,-379.48,-396.78,-413.13,-428,-441.31,-453.07,-470.91,-476.53,-480.24
119.72,34.368,-0,0.61812,1.2847,1.9798,2.6834,3.3592,3.9293,4.2743,4.2726,3.0718,1.9186,-4.9497,-6.3292,-7.4819,-8.3257,-8.6508,-8.194,-6.7846,-1.7318,1.0816,3.5777,7.5158,7.65,6.2771,4.4976,1.8639,-1.5072,-5.2914,-9.0656,-12.52,-15.619,-18.556,-24.426,-27.165,-29.843,-30.146,-38.498,-59.239,-74.748,-93.259,-114.95,-140.43,-169.98,-233.49,-260.35,-281.13,-296.2,-306.81,-314.58,-321.43,-329.41,-340.17,-354.33,-371.29,-389.62,-407.72,-424.53,-439.71,-453.45,-465.85,-485.03,-490.98,-494.77
119.72,34.368,-0,0.66976,1.279,1.7858,2.1774,2.4682,2.6762,2.8074,2.8588,2.7347,2.5201,-0.32632,-1.1383,-1.8708,-2.4146,-2.5547,-2.0342,-0.6902,3.9306,6.5214,8.9063,13.175,13.477,12.738,11.504,9.4907,6.6734,3.232,-0.50174,-4.2203,-7.8074,-11.328,-18.212,-21.314,-24.292,-24.251,-33.405,-54.58,-70.517,-89.709,-112.36,-139.05,-169.86,-235.08,-262.16,-283.01,-298.28,-309.33,-317.72,-325.2,-333.66,-344.64,-358.78,-375.59,-393.7,-411.61,-428.25,-443.27,-456.8,-468.89,-487.34,-493.03,-496.64
119.72,34.368,-0,0.32608,0.63986,0.94197,1.239,1.517,1.7107,1.7071,1.3916,-0.37407,-1.8984,-9.783,-10.695,-11.294,-11.614,-11.53,-10.876,-9.6141,-6.2975,-4.9338,-3.8737,0.057155,1.7297,3.3969,2.7145,0.90453,-1.8432,-5.1642,-8.6297,-11.915,-14.926,-17.777,-23.393,-26.003,-28.467,-27.523,-35.679,-53.772,-68.15,-85.83,-106.92,-131.86,-160.71,-222.23,-248.25,-268.73,-284.16,-295.69,-304.67,-312.64,-321.36,-332.31,-346.14,-362.48,-380.11,-397.67,-414.17,-429.3,-443.12,-455.61,-474.7,-480.48,-484.04
119.72,34.368,-0,1.4539,3.1014,4.9374,6.8935,8.8168,10.508,11.811,12.696,13.758,14.347,16.026,15.56,15.049,14.74,14.879,15.665,17.146,21.334,23.471,25.525,31.942,33.844,35.795,35.321,33.664,30.87,27.191,23.026,18.758,14.588,10.536,2.9857,-0.15919,-2.9301,-4.3619,-10.95,-30.873,-46.248,-64.828,-86.737,-112.48,-142.14,-204.83,-230.91,-251.04,-265.84,-276.66,-284.99,-292.5,-300.89,-311.52,-324.99,-340.92,-358.22,-375.6,-392.13,-407.45,-421.6,-434.49,-454.24,-460.16,-463.77
119.72,34.369,-0,0.3641,0.59494,0.62897,0.40704,-0.12483,-1.0068,-2.2225,-3.637,-5.8201,-5.8543,-2.2438,-2.7425,-3.6254,-4.5498,-5.1426,-5.0261,-3.9615,0.36904,2.7381,4.7449,7.537,7.4253,5.4551,3.1863,-0.20194,-4.7078,-10.064,-15.789,-21.394,-26.594,-31.338,-39.392,-42.505,-45.178,-47.328,-53.183,-73.504,-89.068,-107.8,-129.92,-156.14,-186.8,-253.45,-281.92,-304.08,-320.28,-331.8,-340.29,-347.74,-356.2,-367.32,-381.7,-398.78,-417.17,-435.38,-452.38,-467.86,-481.89,-494.46,-513.38,-519,-522.4
119.72,34.367,-0,-0.30692,-0.7343,-1.2618,-1.846,-2.4522,-3.0934,-3.8303,-4.7217,-6.8981,-8.097,-14.508,-16.204,-17.851,-19.354,-20.486,-20.958,-20.583,-18.092,-17.027,-16.745,-21.081,-23.14,-27.023,-29.223,-31.947,-35.357,-39.417,-43.915,-48.606,-53.378,-58.229,-67.576,-71.442,-74.703,-74.408,-82.645,-100.21,-113.63,-129.95,-149.44,-172.68,-199.82,-258.06,-282.61,-301.79,-316.13,-326.83,-335.18,-342.62,-350.73,-360.88,-373.74,-389.02,-405.69,-422.46,-438.34,-452.81,-465.7,-476.78,-491.97,-495.88,-497.94
119.72,34.367,-0,0.17303,0.46669,0.9063,1.4462,1.9165,2.0257,1.4613,0.048224,-4.8146,-7.7592,-18.132,-19.085,-19.491,-19.404,-18.786,-17.607,-15.938,-11.978,-10.074,-8.2694,-3.4437,-2.4923,-2.9871,-4.9313,-8.1368,-12.423,-17.391,-22.547,-27.524,-32.219,-36.724,-45.081,-48.598,-51.83,-52.612,-61.256,-81.768,-96.509,-113.82,-133.88,-157.26,-184.16,-241.35,-265.43,-284.27,-298.38,-308.89,-317.06,-324.35,-332.34,-342.41,-355.28,-370.66,-387.5,-404.4,-420.27,-434.6,-447.34,-458.5,-475.05,-480.05,-483.21
119.72,34.368,-0,0.46893,0.93658,1.3863,1.8032,2.1607,2.4061,2.4754,2.3368,1.6918,1.3955,-1.2188,-2.3497,-3.4004,-4.1784,-4.4304,-3.9055,-2.5017,1.9409,4.0994,5.8252,8.3118,8.4616,7.6049,6.2592,4.0946,1.1035,-2.5399,-6.5342,-10.611,-14.679,-18.784,-26.792,-30.23,-33.343,-34.094,-42.205,-62.335,-77.424,-95.642,-117.31,-143.14,-173.31,-237.84,-264.65,-285.11,-299.83,-310.22,-317.93,-324.77,-332.68,-343.2,-356.99,-373.58,-391.66,-409.75,-426.73,-442.15,-456.04,-468.4,-486.98,-492.59,-496.1
119.72,34.368,-0,0.41286,0.78431,1.1041,1.3712,1.573,1.6643,1.5807,1.2847,0.26236,-0.29342,-3.6769,-4.7946,-5.8522,-6.6802,-7.0125,-6.5562,-5.1527,-0.35025,2.1737,4.3755,8.5775,9.0777,8.1876,6.4896,3.8391,0.32663,-3.7769,-8.0921,-12.299,-16.277,-20.082,-27.15,-30.166,-32.979,-33.282,-41.627,-61.967,-77.196,-95.433,-116.85,-141.98,-170.96,-232.42,-258.04,-277.77,-292.12,-302.39,-310.12,-317.07,-325.11,-335.75,-349.63,-366.26,-384.39,-402.57,-419.75,-435.53,-449.94,-463,-483.22,-489.57,-493.69
119.72,34.368,-0,0.34786,0.70296,1.0625,1.3938,1.6171,1.6198,1.3098,0.67254,-1.1611,-2.0604,-4.1242,-4.3261,-4.4249,-4.3504,-3.9575,-3.052,-1.4898,3.2149,5.7972,8.2474,13.332,13.63,11.689,9.2578,5.6717,0.94748,-4.6359,-10.573,-16.335,-21.59,-26.247,-33.749,-36.599,-39.193,-38.994,-47.667,-68.449,-84.091,-102.9,-125.16,-151.47,-181.99,-246.54,-273.01,-292.96,-307.06,-316.8,-323.88,-330.17,-337.59,-347.63,-360.87,-376.79,-394.08,-411.29,-427.37,-441.91,-454.88,-466.24,-482.91,-487.84,-490.92
119.72,34.368,-0,-0.85981,-1.732,-2.5045,-3.0424,-3.2459,-3.0988,-2.6572,-2.0076,-0.46098,0.14434,-2.4875,-3.5856,-4.4867,-5.0821,-5.1733,-4.5149,-2.9563,2.1057,4.7623,7.1131,12.488,13.746,14.407,13.239,10.855,7.3689,3.1241,-1.4209,-5.9157,-10.29,-14.699,-23.803,-28.091,-32.134,-32.992,-42.486,-63.471,-79.071,-97.925,-120.28,-146.72,-177.41,-242.9,-270.39,-291.73,-307.44,-318.82,-327.34,-334.7,-342.76,-353.11,-366.52,-382.65,-400.32,-418.12,-435.01,-450.6,-464.94,-478.02,-498.58,-505.17,-509.53
